0	0	0
0	0	0.000215
0	0	0.000649
0	0	0.001397
0	0	0.003902
0	0	0.007905
0.00045	0.00011	0.014223
0.001	0.000211	0.021958
0.00123	0.000321	0.029294
0.0013	0.000482	0.036253
0.0013	0.000562	0.042739
0.00119	0.000633	0.048916
0.00112	0.000753	0.055513
0.00104	0.000934	0.061881
0.00093	0.001175	0.068628
0.00086	0.001386	0.073179
0.00082	0.001777	0.075694
0.00082	0.002239	0.077461
0.00089	0.002902	0.07801
0.00089	0.003555	0.074377
0.00097	0.004488	0.066582
0.00089	0.006175	0.053601
0.00089	0.010664	0.036619
0.00089	0.021297	0.022597
0.00093	0.036343	0.012366
0.00104	0.046681	0.008274
0.00112	0.054634	0.006138
0.00134	0.059594	0.004461
0.00149	0.062114	0.003254
0.00171	0.063761	0.002455
0.00179	0.065066	0.001996
0.00167	0.066341	0.001707
0.00141	0.067426	0.001407
0.00115	0.068018	0.001228
0.00112	0.068109	0.000998
0.00119	0.066994	0.000928
0.00171	0.06353	0.000779
0.00592	0.054222	0.000599
0.01563	0.041319	0.000489
0.03231	0.02521	0.000369
0.05431	0.013264	0.000329
0.06733	0.00735	0.00026
0.07283	0.004418	0.00019
0.07306	0.002611	0.00011
0.07165	0.001707	0.00007
0.06864	0.001084	0
0.0638	0.000482	0
0.05926	0.00003	0
0.0546	0.000011	0
0.04939	0.000008	0
0.04437	0.000006	0
0.03957	0.000003	0
0.03454	0	0
0.02944	0	0
0.02503	0	0
0.02103	0	0
0.0179	0	0
0.01496	0	0
0.01217	0	0
0.00971	0	0
0.00774	0	0
0.00588	0	0
0.00435	0	0
0.0029	0	0
0.002	0	0
0.00134	0	0
0.00095	0	0
0.00071	0	0
0.00053	0	0
0.00044	0	0
0.00031	0	0
0.00019	0	0
0.00006	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
