2.0000000e+03	5.2667774e-01	4.1329997e-01	1.5214927e+00
2.0010000e+03	5.2656865e-01	4.1331677e-01	1.5183149e+00
2.0020000e+03	5.2645960e-01	4.1333350e-01	1.5151941e+00
2.0030000e+03	5.2635058e-01	4.1335015e-01	1.5121294e+00
2.0040000e+03	5.2624160e-01	4.1336671e-01	1.5091201e+00
2.0050000e+03	5.2613266e-01	4.1338320e-01	1.5061650e+00
2.0060000e+03	5.2602376e-01	4.1339962e-01	1.5032634e+00
2.0070000e+03	5.2591490e-01	4.1341595e-01	1.5004143e+00
2.0080000e+03	5.2580607e-01	4.1343221e-01	1.4976170e+00
2.0090000e+03	5.2569729e-01	4.1344838e-01	1.4948706e+00
2.0100000e+03	5.2558854e-01	4.1346448e-01	1.4921742e+00
2.0110000e+03	5.2547982e-01	4.1348050e-01	1.4895272e+00
2.0120000e+03	5.2537115e-01	4.1349644e-01	1.4869286e+00
2.0130000e+03	5.2526252e-01	4.1351231e-01	1.4843778e+00
2.0140000e+03	5.2515392e-01	4.1352810e-01	1.4818740e+00
2.0150000e+03	5.2504536e-01	4.1354381e-01	1.4794164e+00
2.0160000e+03	5.2493684e-01	4.1355944e-01	1.4770044e+00
2.0170000e+03	5.2482836e-01	4.1357499e-01	1.4746373e+00
2.0180000e+03	5.2471991e-01	4.1359047e-01	1.4723142e+00
2.0190000e+03	5.2461151e-01	4.1360587e-01	1.4700347e+00
2.0200000e+03	5.2450314e-01	4.1362119e-01	1.4677979e+00
2.0210000e+03	5.2439481e-01	4.1363644e-01	1.4656034e+00
2.0220000e+03	5.2428652e-01	4.1365160e-01	1.4634503e+00
2.0230000e+03	5.2417826e-01	4.1366669e-01	1.4613382e+00
2.0240000e+03	5.2407005e-01	4.1368171e-01	1.4592663e+00
2.0250000e+03	5.2396187e-01	4.1369665e-01	1.4572341e+00
2.0260000e+03	5.2385373e-01	4.1371151e-01	1.4552410e+00
2.0270000e+03	5.2374563e-01	4.1372629e-01	1.4532865e+00
2.0280000e+03	5.2363757e-01	4.1374100e-01	1.4513698e+00
2.0290000e+03	5.2352955e-01	4.1375563e-01	1.4494906e+00
2.0300000e+03	5.2342156e-01	4.1377019e-01	1.4476483e+00
2.0310000e+03	5.2331361e-01	4.1378467e-01	1.4458422e+00
2.0320000e+03	5.2320570e-01	4.1379907e-01	1.4440720e+00
2.0330000e+03	5.2309783e-01	4.1381340e-01	1.4423370e+00
2.0340000e+03	5.2299000e-01	4.1382765e-01	1.4406367e+00
2.0350000e+03	5.2288220e-01	4.1384182e-01	1.4389708e+00
2.0360000e+03	5.2277445e-01	4.1385592e-01	1.4373386e+00
2.0370000e+03	5.2266673e-01	4.1386995e-01	1.4357398e+00
2.0380000e+03	5.2255905e-01	4.1388389e-01	1.4341737e+00
